username,tweet,label
polsekneglasari,yuk ikut vaksin tahap sinovac digerai vaksinasi merdeka aglomerasi acp aeropolis jl marsekal suryadharma neglasari kota tangerang selasa oktober jam s d wib ayo kawan bagi yang belum mengikuti vaksinasi dosis sinovac silahkan datang,0
deancityx,vaksin beneran bikin males wkwk,1
PatiDemokrat,aksi nyata yang memberikan vaksin untuk warga kalimantan timur pd solid bareng ahy,0
RMDyne,wkw kayak abang gue ketemu di puskesmas pas gw mau vaksin dia keluar parkiran dan gue baru mau masuk eh dia nawarin pulang bareng dong lha kalo pulang bareng mobil gue siapa yang bawa njir,0
WifeMarcMarquez,sape yg kena cucuk vaksin ni,0
Luthfail,urang beres vaksin minum paracetamol gara gara panas tiris wkwkwk,0
ngopduls,alhamdulillah brati udh diatas persen ya klo dua dosis vaksin,0
PatiDemokrat,anggota dpr ri fraksi demokrat memberikan vaksin amp paket sembako untuk warga kota payakumbuh sumatera barat pd solid bareng ahy,0
natad_,oiya buat bisa vaksin gw mesti nunggu bulan sampe di ok in dan kebetulan direkomendasiin nya pfizer bkn moderna krn efektivitasnya sama aja dan kipi nya gak sebabak belur moderna bonus lainnya biar bisa pergi ke luar negeri,1
KRiyansyah,malam min saya vaksin pertama tanggal september sampai sekarang sertifikat saya belum muncul yang vaksin tanggal oktober saya vaksin ke kenapa yang muncul sertifikat harusnya sertifikat vaksin ke kenapajadi sertifikat vaksin pertama,0
SabixM,anj lupa ga brangkat vaksin tadi,0
Humastrobkskota,gerai vaksinasi merdeka polsek pondok gedebhabinkamtibmas kel jatiwaringin polsek pondok gede aiptu wasirun bergabung dengan anggota lainya di pimpin iptu ceceng permana melaksanakan pengamanan vaksin di gerai vaksin presisi kel jatiwaringin,0
prokabar,orang warga ikut di poliklinik polres kunjungi,0
gioglx,lengan bekas vaksin ditampol bunda ngilu banget fuck,0
Abazt_fachr,ya gak mungkin anda menyimpulkan satu masalah untuk semua banyak dokter memang yg belum paham vaksin dan vaksinasi secara detail tapi banyak juga yg paham,1
ttuttuwoo,rasa mcm nak demam tapi esok vaksin,0
Aznlova,hak rakyat publik adlh mengetahui seluruh informasi yg diperlukan sblm mengambil keputusan iya atau tidak dlm mengkonsumsi sesuatu tmsk vaksin o krn itu demi keadilan krn allah dan hati nurani bila kalian masih manusia berikan informasi utuh mengenai terima kasih,0
ceyefun,itu mah elu habis di vaksin,0
fizzza1,kalau cerita pengalaman kena covid kemaen hashtag covid is realye memang lah vitus covid tu wujud pastu kalau cerita kesan buruk vaksin yang dah berlaku pada insan terpilih bukan takat tak caya siap maki lagipaling dahsyat akui kesan buruk vaksin tp tak masuk data,1
gguukieci,td ayahku nanya knp ngga jadi vaksin trus ak jawab nanti aja jumat pas udah pts padahal nyaliku lagi ciut dnger orang2 bilang vaksin ke lbih sakit,0
peachygoldqn,besok vaksin ke,0
AfiqShadli,atau mana2 kedai yg ada customer yg belum vaksin dine in then customer tu saja yg kena compound tapi ni dua2 kena kesian tuan kedai tu,0
guyubrahardjo,semoga bisa membantu dan memberikan kemudahan bagi rakyat untuk mendapatkan vaksin semoga bisa bermanfaat dan demokrat dihati rakyat militan dan solid solid dan militan,0
psychaeri,apakah om jidan udah vaksin,0
FirmRei,serbuan vaksin maritim pangkalan tni al aru percepat herd immunity masyarakataru,0
msnbha_,yang belum vaksin boleh pergi ke vaksin swasta rm sedose kerajaan bagi free tak miau kan dah nak kena menabung nak buat urusan lolol,0
anin_dayo,efek vaksin dong,0
unnesmenfess,ness menu vaksin di apps unnes buat apaan sih,0
contactap2,halo kak dapat kami informasikan untuk rute penerbangan tsb wajib membawa hasil pcr x24 jam sebelum keberangkatan dokumen vaksin minimal dosis pertama kedua dan mengunduh aplikasi pedulilindungi tks diki,0
rohastroo,tadi pagi pas vaksin ak ketemu banyak cogan aw,0
Harian_Jogja,duh banyak wisatawan tanpa pemeriksaan vaksin lolos masuk diy,0
hakimiazhari_,kepada yang tidak ambil vaksin anda adalah penumpang di atas perjuangan orang lain yang mencapai vaksinasi,0
rainyseasonr,min ibu saya belum divaksin tapi tadi siang dapat sms sertifikat vaksin kok bisa ibu saya harus gimana tolong direspon,0
baliexpressnews,karantina wisman bisa tidak dilakukan jika wisman sudah vaksin,0
Humastrobkskota,gerai vaksinasi merdeka polsek bekasi selatan jenis sinovac dan astra zeneca dosis satu dan dosis dua yang di ikuti warga jakamulya dan sekitarnya gerai vaksin merdeka ii ini laksanakan guna mencegah dan menekan penyebaran covid di wilayah kota bekasi,0
contactap2,halo kak dapat kami informasikan untuk rute penerbangan tsb wajib membawa hasil pcr x24 jam sebelum keberangkatan dokumen vaksin minimal dosis pertama kedua dan mengunduh aplikasi pedulilindungi tks diki,0
rizkiifs,mau vaksin,0
coconugt,bukan aku tapi nenekku minta surat keterangan boleh vaksin,0
ohaynaa,malah aku masuk langsung hari ka ih besok libur pas vaksin,0
ilyutaaa10,yaallah besok vaksin,0
NdaJoesh,kemungkinan besar iya beh tp kalo dokter mau ngasih surat bebas vaksin buat ummi mgk pake kapal terbang kapal terbaaaaang,0
hopeternaluv,dosis ke ku masih bulan nov pdhal harusnya besok bisa dpt dosis ke penyesalan telat vaksin ayo kalian yg belum vaksin segera vaksin yaa,0
ddindazi,alhamdulillah tangan udah ga pegel2 lagi abis vaksin kemaren,0
Haluan_Group,puskesmas batu brak persen warga sudahvaksin,0
haluanlpg,puskesmas batu brak persen warga sudahvaksin,0
Iucreciamh,akupun pake az aja katanya nanti nyampe tempatku kuliah masih harus booster vaksin lagi pake sputnik,0
stitchorn,bknya apa soalnya blm vaksin tetanus,0
qrybbymf,hi sye bru nk vaksin esok haha tau lambat but so what,0
bucinmangofloat,eh bukan pas mau deng tapi pas udh sampe ln kita disuruh vaksin lg gituu,0
Beranimati7,sila siasat jika dakwaan ini tolong arahkan semua pemilik restoran atau kedai makan periksa my sejahtera setiap pelanggan anti vaksin pun masuk kedai beli makanan,0
cyanath,ini vaksin kedua emang lebih sakit atau sy nya yg lemah,0
tawaufm,makluman penutupan semua pusat pemberian vaksin ppv daerah tawau mulai pada oktober sumber majlis perbandaran tawau,0
Iucreciamh,makanya dari awal kalo emang ada rencana ke ln dalam waktu dekat less than years gitu lebih baik cari yg astrazeneca moderna pfizer sama yg satunya itu selain sinovac tapi katanya kalo sinovacnya udah dapet booster sih udah amanaman aja sama kayak kalo vaksin ga sinovac,1
dblgyu,gak ketat gak fyp ampun ka shua sumpah anj masyaallah sumpah gw gak takut maju lo sini tapi gak kek gini tapi gpp maju sini ka josh gw udah vaksin,0
yourpetsfess,pets pawrents bulan2 akhiran ber ini lagi rawan banget penyakit terutama virus buat anabul yg masih outdoor atau semi outdoor better di rumahin dulu yaa vaksin juga jangan sampe lupa stay healty semuaa,0
bucinmangofloat,iya benar sekali nder karna sinovac belum diakui sm dunia cmiiw ya aku pernah baca gitu lupa dimana trs kalo mau ke ln jadi kita hrs vaksin lg,1
aliframadhan__,vaksin kepiro daftare gimana,0
cutiemujin,bxhsjshjs dia ckp dia dpt sec vaksin pfizer minggu ni tpi dia tkut sebb org kata sec dose lgi sakit dri first sksksk,0
Rycasahiya,ada yg tau cara gmn sertifikat vaksin ada dipeduli lindungi gak sumph mak gua ribet bgt gua jg gk ngrti gmn tlong bgt yg tau,0
rahmaatys,sama nder aku pas vaksin rasanya pusing sm ngantuk tp pas vaksin dosis ga ngerasain apa2,0
edy_siregar_77,perusahaan farmasi swasta ri ini bekerja sama dengan china memproduksi vaksin corona juta dosis per bulan mulai november mendatang,1
1O3sc,maju lo gw udh vaksin,0
AZHARFRS,perlu diingat klo wacana vial kosong itu jadi bagian smithsonian museum saat banyak negara blm termasuk wakandaland mengeluarkan izin eua untuk vaksin loh bahkan disini saat itu tahap uji klinis sinovac aja belum rampung tp udah dikasih tempat kehormatan dipajang di smithsonian,1
tkhsna,heh tenan a klo baru vaksin sinovac dosis satu bisa ngulang vaksin lagi ga sihh,0
kibkuro,udh vaksin dong copid jg udhlengkap kan,0
Mimi25E,ikut salut tp lebih salut lg jika mr gub bisa membebaskan mandatory vaksin dan merevitalisasi bukan cm kawasan utama coba liat daerah tnah tinggi msh ad loh yg hdup di atas kali,0
subhanz_,efek samping vaksin dosis berakberak,0
Tamagotjin,eternals tayang di bioskop sehari setelah aku vaksin kedua huhu,0
Kiadh_,besok vaksin,0
__natasyahesham,vaksin takmau orang retas dia nak rentas jugak,0
jawapos,pintu umrah dibuka tapi terkendala vaksin,0
Jinkeyssst,tuhh kan apa kubilang semua tempat butuh scan pedulilindungi skrg phaaa wkwkw ayo phaa vaksin,0
YaotomeSun,vaksin makanyebiar bisa deketan,0
Subiant44018413,bpk kembali ke yg memberi vaksin membawa ktp agar di input ulang,1
MYengkie,anak melayu cina india iban kadazan serani semua anak kami masih ingatkah ds dengan ucapan retorik ini semua ini bullshit aparteid vaksin kamu butakan mata amp bisukan suara rakyat ditindas amp didiskriminasi kamu pula hanya seronok menelan gaji,1
Humastrobkskota,erai vaksinasi dari jajaran polres metro bekasi masih dilakukan di wilayah hukum polsek bekasi utara vaksin dosis dan dilakukan di uptd puskesmas perwira jl kh muchtar tabrani kav perwira jaya rw kel perwira kec bekasi utara,0
HICAHYO,ayo cefat jam dong gw bsk mok vaksin tensi gw biar ga tinggi,0
Danishaiikal,anti vaksin ni otak tak berfungsi ke,1
JudahLion188,halo beneran itu soal battery hp trus semua fitur aplikasi itu beneran terintegrasi dengan dinkes dan team vaksin,1
aradhyni,min dari batam ke jakarta kalo udh vaksin dosis bisa pake antigen,0
ifa2301,lheeee kok tba2 jadi vaksin,0
ihugbaaji,besok double pusing pagi pts vaksin kedua gue bisa ga ya ngerjain sambil antri,0
Lvsha_,pdhal besok gue vaksin jam segini belum tidur,0
IDNTimesSumsel,penerima vaksin dosis pertama di palembang baru persen,1
bintarissunan,sertif vaksin belum keluar rabu nanti mau naik krl kalo cuma nunjukin status vaksinasi di apk peduli lindungi bisa ga ya,0
favecya,panas sial badan ak lepas vaksin,0
maraisspacee,wah klo yg itu udah di kasi booster kak alias vaksin dosis bisa jadi besok ada dosis ke,0
captsolv97,polis takde tapi nak masuk permis kena tunjuk vaksin,0
AZHARFRS,di awal tahun ane inget pernah baca berita vial wadah kosong bekas vaksin covid pertama bakal dipajang di museum smithsonian sejak saat sudah itu timbul firasat bahwa benda itu akan dikultuskan dianggap keramat flawless bahkam klo perlu disembah dan terbukti,1
urxvngnc,k buat jantan terus buat betina tuh atau gitu agak lupa ga wajib vaksin kok cuma minim pas dibawa kesana si kucing tidak sedang flu aja mau kontaknya biar bisa tanya2 sendiri,1
iamgymie,sudah bulan vaksin ke tapi sertifikat vaksin belum keluar keluar buat yang senasib welcome to indonesia sudah hubungi dinas kesehatan pemprov sumut jawabanya sama masih dalam proses penginputan nasib,1
soonericc,takutnya kena efek abis vaksin jdi gabisa ngapa2in jdi mri kita selesaikan dlu,0
Sartikaikha_,ga jadi vaksin vaksin ny di undur jdi besok,0
portalkuduscom,libatkan disdukcapil dalam vaksinasi para lansia di kabupaten kudus jangan khawatir tidak bisa vaksin,0
seshoyasa,abis vaksin tangannua buat coli bole ga si,0
rubbybean,saya ga jadi vaksin,0
soonericc,besok harus ngerjain bi sama orasi karena rabu gue kudu vaksin dosis keduaa,0
Hms44826300,vaksin gratis untuk cegah covid 19segeralah kita hadiri gerai vaksin polsek batu ceper gratis cepat hubungi saudara saudara kalian temam teman kalian dan kami tunggu kehadirannya ya lokasi vaksinasi di halaman mako polsek batu ceper ayo hidup sehat hidup cerdas,0
frhtlhsnh_,haah aku aku saya anti vaksin berjaya dan suka membaca,0
muhammadalafza1,bukan diskriminasi tapi peraturan ibaratnya kau tak nak ambil lesen tapi nak drive kereta tetap tak dibenarkan dan itu bukan diskriminasi ya sama mcm kes vaksin ko tak nak ambil kau kena terima yang pergerakan kau terbatas kerana itu peraturan,0
diIIigaff,kebanyakan disuru scan barcode make app peduli lindungi aja sih nderr gatau yah kira kira ada st yg nyuru nunjukkin bukti vaksin atau nggaa,0
epulnang,puak konspirasi ni memang bodoh yang lnsung xde ubat duk cakap big pharma ambik keuntungan lah dah buat kajian lah tapi senang2 kena bodoh1 orang jual habbatussauda mahal nak mampus2 scam sijil vaksin tipu3 menatang neutral chemtrails lah untuk benda bodoh ni,0
monitordaycom,mui nyatakan vaksin anhui china suci dan halal ternyata ini isi kandungannya,0
ardidecapriono,biasanya ditempat vaksin coba tanya panitianya mepet2 biasanya kabarny,0
noctambulismn,terima kasih nini vaksin untuk hidup yang lebih berwarna ya,0
maraisspacee,vaksin anti mati kecuali kena tabok kak,0
Sash_Tash,huhu antivax mesti gelabah kan rentas negeri mybe lepas tetiba dah sampai area kg ada roadblock check status vaksin yearea i ni dia check tau ada kereta kena patah balik ye sebab benda ni padan muka kau,0
mindlipstick,sy tdk benci hrs tp klw putrinya skrg pecah pembuluh darah di otaknya krn vaksin itu yg sy pertanyakan knp mw divaksin klw sblmmya tdk mw divaksin llu bcra dgn hrs dan kmudian disarankan utk vax knp hrs mengizinkan anak hrs psti tanya ayahnya klw hrs mmbuat keputusan pnting,0
luffynante,engga sakit samsek beneran deh cuma pegel aja abis vaksin,0
miadp_,bentuk self love org emg beda2 ya untuk orang yg takut sakit kyk aku bakal jauhin segala jarum2 suntik kmrn2 mau vaksin aja takut,0
irmayntf,lenganku yg bekas suntikan mengcenat cenut bgt abs vaksin susah gerakk sakit kesel sendiri,0
sathanashelvete,akibat kebanyakan vaksin,0
contactap2,halo kak sesuai se satgas covid 19 no dan se kemenhub no tahun untuk rute penerbangan tersebut masih wajib melampirkan hasil negatif pcr test dengan masa berlaku x24 jam walaupun dapat menunjukan kartu vaksin hingga dosis kedua ya kak tks imam,0
kinetczero,sdh tadi habis vaksin disuruh jaga gerbang,0
Kuadxm,tuan kj nama saya tengku adam muqri 18thn saya ingin bertanya tentang pelepasan rentas negeri untuk mengambil muet on demand pd 10 tetapi saya akan menerima vaksin nd dose 10 sambungan dibawah,0
mohamad_hazlin,hahaha mcm bodoh je komen kkm punyer laa bukak utk walk in sekali bagi alasan nama xnaik jenis anti vaksin tp bg alasan nama xnaik,0
ravenjungs,belum vaksin kedua,0
siaalaiwah,tergantung perusahaannya dia nerima ank pkl atau ngga kadang ada persyaratannya juga kaya nyerahin sertif vaksin gitu gitu,0
cheezetopia,eh rabu aku vaksin dosis dua smg kali ini beneran vaksin tolong aku gak bisa diboongin lagi ya pls mohon doanya,0
HazmiSalleh,kesian yang taknak vaksin ego taknak vaksin lagi tinggi daripada nak jumpa mak bapak kat kampung,0
hahajeje__,suntik vaksin sinovac yang udah,0
zimamawi,kompaun main ribu ribu vaksin free je dbagi pilihan dtgn anda,0
skrmvnla_,ini setelah vaksin juga ka s,0
KediriFess,cah info vaksin ke dong,0
kithshinwon,kan gua sdg jatuh cinta pandangan pertama sm orang yang gua temuin pas vaksin wternyata rumah dia deket rumah kaka trs karna mata w mines jadi gw cuman hafal rambut dia sama kacamatanya mukanya keliatan tapi ngeblur gitu dah kaya lg nnton konser pake link haram,0
xxarebian,kenapa habis vaksin jadi laperan,0
machbeach,rezim antek jajah indonesia dengan hutang china berapa nilai dana vaksin kenapa tidak gunakan vaksin merah putih saat pandemi malah bikin ibukota baru,0
joysism,koe ki bar vaksin po kerja rodi e kok nganti meh putus tangane,0
Rwenjyund,gapake kartu vaksin yang benerrrr,0
MYengkie,kamu bicara soal keadilan dan memahami derita rakyat di pentas ceramah politik tapi hari ini rakyat sedar semua itu retorik kamu semua hanya membisu bilamana rakyat didiskriminasi dan diintimidasi hanya kerana tolak vaksin,0
gojosatowru,vaksin menyenangkan,0
ilysmpjss,eh engga kok bahkan mnurutku yg ke alhamdulillah rasany msi sama kaya vaksin pertama yg ptg mkn dlu sbelum vksin abis vaksin jg jgn cpe cpe,1
BBCIndonesia,kapan jemaah indonesia bisa mengikuti ibadah umrah apakah harus menggunakan vaksin booster berapa perkiraan biayanya berikut beberapa hal yang perlu anda ketahui,0
AmriCandra2,ada ngaruh nya dgn vaksin gak om,0
cieIz,ini yang nakut nakutin bilang vaksin sakit awas aja gua tandain lu semua,0
gaonpasoff,seungcheol majuu sinii aku ga takut aku udah vaksin wleee,0
bekasibase,beks ada info vaksin pertama ga buat bokap,0
vxbeslush,keknya lo butuh vaksin dosis,0
ApriliantiYani,makin banyak ya vaksin di indonesia,0
leaalealeale,mau bobo nii besok mau vaksin xixixi,0
_kimtaeyu,iyaa tidur yg cukup trs sebelum vaksin makan dulu abia vaksin rest,0
SINDOnews,percepat vaksin pemprov jateng dorong vaksinasi berbasis desa,0
WalindaNinda,belum nih kak padahal besok mau vaksin pengen aja dapet mood booster di mention kka,0
jjeonjkbts,adanya sertifikat vaksin si,0
OfficialGaluhID,jebol vaksin walikota banjar datangi rumah warga,0
bukitbarisan_1,aster kasdam i bb pimpin rapat evaluasi serbuan vaksin dan serahkan hadiah kepada pemenang lomba video kreatif bertempat di ruang bina yudha lt ii makodam i bb senin 11 10 2021,0
whosarunika,vaksin donggg,0
munfess,rl aku kan lagi daftar vaksin terus udah masukin kode yang dimau dan itu bener tapi tetep aja gamau gini gimana ya caranya makasihh,0
sorreldown,vaksin dooongg sabtu aku mau vaksin,0
achxt,bodoh sial cucuk ja la vaksin tu kamjat,1
angkasapura172,malam sahabat saat ini persyaratan penerbangan rute tersebut dapat menggunakan surat keterangan hasil uji rapid tes antigen negatif maksimal x24 jam sebelum keberangkatan apabila telah vaksin dosis kedua atau lengkap serta mengisi ehac indonesia di aplikasi peduli lindungi 1,0
vanethas,dapet vaksin jenis apa ya sampe kuat gini,0
gyeoullgom,sorry moots aku habis vaksin jadi belum sempet fb fb besok pagi aku cek notif ya sahabat lt 3,0
MalaysiaGazette,kadar vaksinasi guru di pahang cecah peratus,0
ifreyaueo,aku habis di vaksin juga bawaannya ngantuk terus nder terus jadi banyak makan pegel pegel tangan kiri agak kemeng dan nyeri cuma dua hari kalo aku setelahnya udah biasa aja,0
theonly_reyy,bsk rey vaksin rencana mau tdr awal ini malah kebangun,0
jatengtodaycom,puan maharani berikan vaksin dan sembako ke warga lamongan gresik,0
